trusted,category
nao consigo solicitar meu cartao a camera do app simplesmente nao foca odocumento cheguei ate a pensar q o problema era minha camera mais realmente e o app que desfoca qq documento vou desistir,Foto do documento
to sem poder usar app nubank nao consigo instalar nada ate formatei meu celular ja mandei o email e me respondeu outra coisa que nao e o que eu perguntei me respondeu sobre a senha e respondeu outra coisa sobre atualizar nada a ver sobre o que eu perguntei eu falei simplesmente que nao da pra instalar app houve algum erro e agora nao tenho como usar o app nubank esse problema comecou quando o app nao conseguia instalar ate o final para instalar a ultima versao por isso eu desinstalei,Aplicativo não funcional
o defeito e que n deixam nunca aumentar o limite afeee,Limite de crédito
bom,Elogio
e um lixo,Comentário detrator sem informação
nao consigo acessar minha conta,Problema de acesso
muito ruim se clica em instalar e nao instala e nao da nenhuma mensagem depois tanto de novo e aparece mensagem de instalado mas o aplicativo nao instalou entao vou na google store e aparece a mensagem de que em breve sera instalado se decide,Sugestão de funcionalidade
vou so quitar o cartao e cancelar nao aumenta o limite pra nada mesmo pagando adiantado so aumentou limite qdo usei o limite total quase todo ter que fazer muitas compras ate quase o limite pra ter aumento no limite total e inviavel estarei quitando o cartao e cancelando,Limite de crédito
o nubank e perfeito mas acho q poderia ter opcao de excluir tipo quando vc guarda e resgata dinheiro fica um historico chato toda vez q entra no app e nao e so esse historico tem o historico de tudo la kkk bem que poderia ter opcao de excluir,Sugestão de funcionalidade
o app esta longe de ser um app com uma interface moderna e bonita parece um app com a funcao de acessibilidade ligada o que talvez seja essa a intencao tornalo acessivel a todos no entanto acho que o app precisa mais que uma atualizacao de rolagem vertical mas uma atualizacao de interface com uma pegada mais moderna a maioria dos clientes do banco fazem parte de uma geracao onde a tecnologia esta presente aparencia da embalagem conta simpela grandeza do banco o app merece uma cara nova,Sugestão de funcionalidade
ja fiz varias compras e nunca aumenta meu limite,Limite de crédito
pessimo aplicativo tentei varias vezes para abrir uma conta e socitar meu cartao e o codigo nunca chega pessimo atendimento e falta de consideracao,Comentário detrator sem informação
pessimo,Comentário detrator sem informação
nao estou conseguindo instalar,Problema de acesso
o app nao esta mostrando minha nu conta antes eu arrastava para o ladoonde foi parar minha nu conta,Aplicativo não funcional
pessima recepcao tentei mais de 20 vezes e nunca recebi o codigo no meu email tentei mudar o email e nada tambem servico duvidoso e nao recomendo,Problema com código no e-mail
tenho uma sugestao me sinto bem insegura pelo app nao ter um uma senha especifica para desbloquealo e que seja pedida cada vez que se tente entrar nele acho que a senha do celular mesmo nao da tanta seguranca ja que a pessoa ja teria que saber a senha para chegar ao app isso nao e uma protecao a mais como deveria tirando isso ele e perfeito melhor atendimento fui aprovada rapidamente e meu cartao chegou sem demora,Sugestão de funcionalidade
app ta fechando sozinho toda hr precisa logar novamente,Aplicativo não funcional
nao consigo entrar pelo meu pc da erro toda hora que tento por o qr cod,Aplicativo não funcional
pessimo em questao de devolucao de dinheiro,Comentário detrator sem informação
o cartao e excelente o unico defeito e que eu ultilizo o cartao a quase um ano nunca atrasei uma parcela sempre uso o maximo do meu limite e ainda assim meu limite nao aumenta de 400 reais assim eu vou ter que cancelar e pedir um cartao do concorrente que oferece mais limite,Limite de crédito
eu nao consigo abrir minha conta na hora de tirar a foto do documento a camera fica desfocada ja desinstalei e tudo mas nao pega,Foto do documento
pessimo,Comentário detrator sem informação
ate o momento estou detestando app toda hora apresenta falha nomenclatura sobrepondo ao lay out do appate agora nao vi o lado bom o app e um pouco complicado informacoes nao achei clarasda concorrencia achei mais autoexplicativo apenas na visualizacao inicial,Aplicativo não funcional
e uma enganacao como vou confiar de colocar meu dinheiro em um lugar que nao me disponibiliza um cartao de credito cancelando,Difícil conseguir crédito
depois da ultima atualizacao nao funciona mais nada autorizo o aparelho confirmo a identidade mas ainda pede para entrar em contato com o atendimento,Aplicativo não funcional
o aplicativo nao esta abrindo,Problema de acesso
ja foi eleito o melhor banco do brasil hoje nao ganha mais esse titulo era um banco diferenciado hoje e so mais um banco numa versao digital chat hoje sao so respostas automaticas que te mandam enviar email e que demoram responder bloquearam minha conta e so disseram que e medida de seguranca e ca estou eu sem poder pagar boletos sem cartao de credito mas se for pra pagar a fatura ta tudo normal,Outro
baixei o app mas eles nao me liberaram o cartao tenho todos os pre requisitos para ter o cartao ja entrei em contato mas nao me respondem,Difícil conseguir crédito
nao consigo me cadastrar,Problema no cadastro
trasnferi meu dinheiro para outra conta nao caiu e vcs falaram que ja tinha sido efetuado com sucesso cade meu dinheiro,Depósito demora
muito franco,Comentário detrator sem informação
eu nao estou conseguindo abrir uma conta infelizmente o codigo nao esta chegando em meu gmail,Problema com código no e-mail
um lixo juros absurdo,Comentário detrator sem informação
pessimo app so estou clicando em uma estrela para deixar meu comentario pessimo,Comentário detrator sem informação
to tentando abri uma conta mais nunca chega o email de verificacao com o codigo,Problema com código no e-mail
bom,Elogio
gostaria muito que o banco nubank me aprovasse me deixaria muito feliz,Difícil conseguir crédito
nao consigo um cartao de credito nao tem muita opcao nao,Difícil conseguir crédito
o app nao funcionou mais nao consigo abrir nem desinstalare nao consigo resolver o problema sempre gostei de usar esse app mais ultimamente to decepcionado,Problema de acesso
bom,Elogio
para quem quer fugir de tarifas bancarias e otimo mas quando voce precisar de um emprestimo para custear despesas emergenciais ou ate fazer um investimento ai vai descobrir que falta muito para poder ser comparado a um banco tradicional,Limite de crédito
vou dar so tres nem cartao me oferece o banco desse,Comentário detrator sem informação
entro do aplicativo na sessao do cartao de credito clique em limite disponivel selecione a opcao pedir aumento do limite total por que o nubank nao aumenta o meu limite nao conseguimos aumentar e meu limite,Limite de crédito
nao consigo acessar,Problema de acesso
otimo,Elogio
nao estou conseguindo mandar foto da identidade o app nao consegue focar nela tiro fotos com o app da camera e funciona normal nao estou conseguindo completar o cadastro,Foto do documento
quase 4 meses e nada de liberarem meu cartao de credito,Difícil conseguir crédito
o nubank deveria rever a questao do aumento de limite ainda mais agora com a pandemia onde poderiamos usar mais o cartao de credito mas o limite e pouco,Limite de crédito
bom,Elogio
a nubank e otimamas quero fazer o aumento do limite do meu cartao faz tempo e voces nao lamentam ja falei com a ouvidoria e ate por email e mandam eu pagar minha fatura em dia e sempre pago me ajudem por favor,Limite de crédito
pessimo,Comentário detrator sem informação
falta qr code e nfc,Sugestão de funcionalidade
muito pratico pago tudo sem taxa nem cobrancas abusivas o problema e que nao aumenta limite de jeito nenhum eu pago antecipado nao divido as compras pago em dias e eles nao aumenta o limite ai nao da pq nao posso expandir pra fazer compras como gostaria se continuar assim vou optar pelo digio que o limite e bem mais alto e vou cancelar a nubank,Limite de crédito
toda hora tem que desinstalar e reinstalar pois o app nao abre,Aplicativo não funcional
ta ruim o app ja paguei minha fatura antecipadamente e ja fechou a fatura e nao que aparece a aproxima,Sugestão de funcionalidade
muito bom porem o meu limite nao sobe ja faz 6 meses uso direto ele mas nao sobe o limite ja com outro cartao de outra instituicao financeira com a primeira compra que eu fiz ja recebi um almento de limite sem ter que pedir detalhe o limite inicial bem maior do que o da nu bank,Limite de crédito
meu cartao ja chegou ja desbloquei mas nao consigo usar pofavor respondam logo preciso do meu cartao,Dúvida
aplicativo informa que cartao de credito pode ser liberado mas apos consulta serasa e spc que leva em consideracao score e negado sem contar que a ultima atualizacao ficou horrivel,Difícil conseguir crédito
nao estou conseguindo abrir meu app de jeito nenhum,Problema de acesso
muito ruim para liberacao de credito,Difícil conseguir crédito
o app esta travando toda hora alem de tudo creio que descontaram 002 centavos nao sei do que e toda hora que tento cvs com alguem no chat para resolver o app fecha sozinho,Aplicativo não funcional
nao estou conseguindo transferir meu dinheiro nem pagar pedir atualizacao de movimentacao da nu conta pq fasso,Dúvida
essa ultima atualizacao deixou o app travando durante a navegacao particularmente nao gostei muito da navegacao na vertical,Aplicativo não funcional
desde o ano passado eu venho pedindo o cartao de credito e nunca e aprovado,Difícil conseguir crédito
fiz o pedido do meu cartao ha meses e nunca chegou,Cartão não chegou
nao gostei muito,Comentário detrator sem informação
o meu pede meu cpf a senha de 8digitos coloco tudo maus fala que estao passando por problemas tecnicos e fala por favor entre em contando com nosso suporte por outro canal oque segnifica isso me ajudem,Aplicativo não funcional
horrivel muito ruim cheio de bugs,Comentário detrator sem informação
nao estou conseguindo parcelar a fatura,Outro
nao facam esse cartao e o pior cartao de credito que tive em toda minha vidaalem de voce pagar pelo servico de ma qualidadetem o pior atendimento voce liga la pra o suporte escolher uma data tal pra pagar sua faturaeles nao aceitam ate a chegada da data que voce preve que ira pagarvoce se organiza com suas financas nao e todo dia que temos dinheiro se tivessemos nao optariamos por ter cartaoeu pela minha seguranca e da minha mae optei por so andar com cartao mais me arrependi amargamente,Comentário detrator sem informação
foi retirada a opcao de ordenar as funcoes da forma que para mim fique mais relevante deviam ter dado mais opcao e nao ter tirado tipo ocultar as nao relevantes,Sugestão de funcionalidade
o pior banco do mundo falta de respeito com seus usuarios eu tenho restricao no meu nome estou ciente que nao receberia cartao de credito apenas me cadastrei para ter como debito fiz o cadastro fui aprovado recebi um valor na conta depois me mandaram um email dizendo que nao posso ser usuario por motivos confidenciais bloquearam meu acesso com saldo em conta nao consigo transferir so respondem emails frases prontas estou sofrendo para retirar o valor me sinto constrangido,Comentário detrator sem informação
e otimo normalmente mas depois dessa ultima atualizacao fica fechando direto sempre que clico em alguma opcao,Aplicativo não funcional
que designer de app fraco parece ate app amador ta doido melhorem essa interface ai por favor,Comentário detrator sem informação
o cartao e quase perfeito ao meu ver so falta uma coisa para ele ficar perfeito que e ele funciona em carteira digital,Sugestão de funcionalidade
pessimo,Comentário detrator sem informação
gostaria de saber porque foi negado um cartao de credito para me,Difícil conseguir crédito
mas um banco que nao liberou cartao de credito,Difícil conseguir crédito
as duas ultimas atualizacoes so fez o app travar trava toda hora que estou mexendo e nao instalei nada nem fiz outra atualizacao no meu celular e o app mesmo que nao esta legal,Aplicativo não funcional
voltem com os cards na horizontal por favor,Sugestão de funcionalidade
muito ruim essa conta digital para quer precisa de cartao de credito mesmo fazendo varias movinentacoes na conta eles nunca aprovam cartao de credito mesmo falando que podera ser aprovado limite com nove sujo,Difícil conseguir crédito
muito lento burocratico,Comentário detrator sem informação
n libera meu cartao de credito,Difícil conseguir crédito
nao consigo acessar minha conta a tela de carregamento permanece carregando e nao entra precisava desbloquear meu cartao,Problema de acesso
tenho 4 meses usando esse banco e ele nao aumentar o limite sendo que meu gasto e o dobro do meu limite de compra,Limite de crédito
o app e o cartao sao excelentes uso bastante porem falta aceitar pagamentos via qr code como os outros concorrentes,Sugestão de funcionalidade
ta muito ruim esse aplicativo esses dias toda hora nao ta respondendo,Aplicativo não funcional
o problema do nubank e a demora para aumentar limite tem mais de um ano que infelizmente o meu limite continua o mesmo em quanto o digio ja aumentou varias vezes infelizmente vou quitar a minha fatura e bloquear o cartao pois conheco pessoas que nao usa muito o cartao e o limite ja aumentou 3 vezes em um ano gostaria de ter um limite maior para poder utilizar apenas um unico cartao nessa questao o nubank e pessimo,Limite de crédito
eu coloco a senha no app e da senha incorreta mesmo depois de ter acabado de mudar a senha consertem por favor eu tenho dinheiro la,Aplicativo não funcional
dou 2 estrelas ate voces resolver o problema do meu cartao que eu paguei e ate agora nao tive retorno,Cartão não chegou
ta bugado fechando toda hora,Aplicativo não funcional
o algoritmo de aumentar limite e algo que deixa muito a desejar peguei nubank a 8 meses e tive somente um aumento de 50 para 400 ate hoje espero um aumento maior meu score e mais de 850 e meu outro cartao tem 7000 de limite e todos meses uso mais da metade serio que o nubank vai me deixar com 400 de limite enquanto eu gostaria de usar mais de 2500 todos os meses acho isso muito a desejar vou esperar as duas proximas fatura para ver se vao aumentar o limite ou vou ter que sair desse banco,Limite de crédito
nao consigo fazer o cadastro o app pede para tirar uma foto do documento mas a camera nao foca o problema nao ocorre ao utilizar a camera pela app nativo do sistema ou por outros apps como instagram e whatsapp,Foto do documento
sou cliente desde 2015 sempre em dia seguindo todas as dicas para aumentar o limite tive um aumento de r25000 no limite em 2018 uso como niqueleira para pequenas compras do dia a dia porque e o que o limite me permite e por que o servico e gratuito fosse pago jamais utilizaria,Limite de crédito
meu cartao foi clonado e no aplicativo sumiu minha fatura nao consigo solicitar ajuda so aparece no aplicativo que um novo cartao sera enviado estou sendo cobrado por compras parceladas no quesito seguranca indico utilizar cartao de bancos ja consolidados,Sugestão de funcionalidade
nao consigo tirar fotos dos meus documentos pois o app nao foca foca em tudo menos no documento,Foto do documento
cliente ha 4 anos nao podem trocar a categoria de golden para platinum e limite nunca aumenta,Limite de crédito
depois da atualizacao o aplicativo nao esta mais abrindo,Aplicativo não funcional
depois da ultima atualizacao nao consigo antecipar pagamentos so da error,Aplicativo não funcional
nao consigo finalizar o cadastro pois a camera no aplicativo nao foca para tirar as fotos dos documentos,Foto do documento
o sistema da camera e muito ruim estou tentando criar a conta mas a camera nao foca no documento de maneira alguma nem de longe e nem de perto nem no escuro e nem no claro deveria ter uma opcao de anexar os documentos pois quando vou para a camera padrao do celular consigo tirar a foto perfeitamente uso xiaomi redmi note 7,Foto do documento
muito ruim eu tenho esse cartao faz um tempo e so mim deram 40000 de limite e nunca aumentou,Limite de crédito
app bugado nao consigo pagar conta e nem acessar pelo browser pq nada acontece que raiva,Problema de acesso
gostei recomendo,Elogio
nao gostei pois eu tenho 18 anos renda fixa boa nome limpo e mesmo assim nao me foi disponibilizado o cartao de credito,Difícil conseguir crédito
poxa nao estou conseguindo tirar meu dinheiro,Outro
eram excelentes merecedor de 5 estrelas mas ofereceram usar como conta salario e agora que fiz isso depois de uns meses eles bloquearam meus produtos cartao conta e em plena pandemia nao posso nem comprar um pao c6 bank tem chat online que resolvem tudo em algums estante se eu depender da nubank morro de fome,Bloqueio de conta
falta melhorar o saque pra ser gratuito e liberar um credito melhor pro seus clientes no mais o banco esta dando pra usar,Sugestão de funcionalidade
no meu app nao aparece a opcao de pedir funcao debito queria ter por que nao aparece,Sugestão de funcionalidade
app lixo,Comentário detrator sem informação
email nao chega,Problema com código no e-mail
fiz a solicitacao do meu cartao e nao chega ja tem dois meses e ate agora nada,Cartão não chegou
queria a opcao cartao virtual no meu nao aparece nao sei pq,Sugestão de funcionalidade
podia ter a opcao de agendar a contas a serem pagas,Sugestão de funcionalidade
pessimo em tudo que faz,Comentário detrator sem informação
eu baixei o aplicativo mas o codigo com email que eles dizem que vai chegar nunca chega ja instalei e desinstalei varias vezes e nunca chega,Problema com código no e-mail
otimo,Elogio
nao consigo logar no app ja tenho a conta mais precisei formatar o celular e nao quer mais pegar alguem me ajuda por favor,Problema de acesso
nao consigo adquirir um cartao de credito,Difícil conseguir crédito
e bom,Elogio
pessimo demora muito pra chegar o cartao,Comentário detrator sem informação
nao estou conseguindo acessar a conta do meu cartao a pagina nao carrega,Problema de acesso
nao esta aparecendo a opcao de pedir o cartao debito esse problema e so no meu app ou mais alguem ta tendo tbm,Sugestão de funcionalidade
esse codigo nao chega nunca mas de uma semana e nada de nenhum codigo,Problema com código no e-mail
aplicativo e bom funcional mas eu nao consigo enviar as fotos do documento pois quando abro a camera pelo aplicativo nao tem foco nenhum para tirar a foto ja tentei diversas vezes e nao e o celular pois pela camera normal funciona tudo e por todos os outros aplicativos tambem so no nubank que existe isso espero que me ajudem pq quero usar minha conta logo o modelo do celular e redmi note 7,Foto do documento
depois da ultima atualizacao nao consigo mais pagar meus boletos,Aplicativo não funcional
nao consigo fazer meu login na minha conta ja existente pq simplismente nao existe essa opcao so tem a opcao de fazer um cadastro novo as bonita do atendimento ao consumidor nao me respondem ou mandam email automatico so to passando raiva com esse app que ao que me parece foi mal projetado como pode nao haver uma opcao de login pra quem ja e cliente,Sugestão de funcionalidade
terrivelmente ruim,Comentário detrator sem informação
toda vez q uso o antvirus diz q o app tem malware e pede pra desinstalar,Aplicativo não funcional
ja tenho a conta corrente do banco e nao consigo acessar mais pelo aplicativo como fico seguro de depositar a dinheiro no banco eles falam que vao mandar email com o codigo esse email nunca chega,Problema com código no e-mail
aplicativo esta muito ruim ja tentei estalar da erro,Comentário detrator sem informação
o aplicativo cumpre bem a funcao dele mas a politica de limite de credito da nubank e muito ruim faz uns 3 anos que concentro minhas compras no cartao nubank antecipo pagamentos pago em dia etc mas sempre negam aumento do limite dificil ter o cartao nubank como principal nessas condicoes no bancao meu limite do cartao e 7 sete vezes maior que o do nubank tentei ontem um novo pedido de aumento de limite e foi negado de novo automaticamente hoje mesmo vou procurar outro banco digital,Limite de crédito
li varios questionamentos sobre limite baixo de credito e que o banco nao aumenta precisamos entender que para o banco tomar uma atitude e acao basta nao usar o limite e passar a se programar na funcao debito essa atitude em massa fara o banco perder giro receita e certamente dara mais atencao a questao abri a minha conta recentemente e ainda estou esperando o cartao de cara ja estou enfrentando o problema de nao conseguir acessar pelo sitemesmo com app atualizado nao faz a leitura do qr,Limite de crédito
eu nao confiei em manda minha foto com rg nao na hora que pediu foto com rg eu parei na hora,Aplicativo não funcional
ja tem alguns meses que uso o cartao de credito nubank mas estou muito chateada por que sempre paguei minhas faturas em dias no mes 052020 fiz pagamento 3 vezes da fatura por que preciso usar o cartao de credito porem o limite e muito pouco peco limite e eles nao aumenta ja liguei mas nao resolveram minha situacao quanto descaso com o cliente muito chateada com o faz de conta como e que o banco tem todo o historico do cliente e nao atende a solicitacao do cliente estou muito insatisfeita,Limite de crédito
nao indicaria a nubank pra ninguem uma demora para liberar o cartao de credito quando faco o pedido em menos de 2 minutos aparece que nao pode me oferecer o credito detalhe so uso a nubank e faco bastante compra no cartao debito sempre aparece para eu esperar 3 meses espero e nada nao recomendo,Difícil conseguir crédito
ola estou tentando fazer o meu cadastro mais o codigo nao chega no meu email como devo fazer,Problema com código no e-mail
app nao esta abrindo nem mesmo depois da atualizacao,Problema de acesso
nao condigo aumentar o limite de r5000,Limite de crédito
conta facil de fazer e app super didatico mas fiquei decepcionado com a parte do cartao de credito pois mesmo tendo um otimo score e financiamentos quitados em outros bancos o banco nao fornece cartao de credito avaliacao muito aleatoria,Difícil conseguir crédito
nao consigo acessar minha conta,Problema de acesso
bom,Elogio
melhor banco que existe simplesmente incrivel mas falta liberar o saque gratis na rede 24h e tambem o samsung pay,Sugestão de funcionalidade
depois da ultima atualizacao o app nao esta funcionando corretamente nao consigo pagar contas,Aplicativo não funcional
tem opcao de convidar mas nao tem opcao de quem convida ganhar alguma coisa com isso,Sugestão de funcionalidade
nao ta dando pra entrar nao chega meu codigo no email queria usar esse app mas nao esta sendo possivel,Problema com código no e-mail
nao consigo nem fazer o cadastro pois a camera nao foca o documento mas a camera do meu celular nao tem defeito nenhum,Foto do documento
estou tentando a dias enviar as fotos do meu documento e sempre da erro a camera nao foca de jeito nenhum pelo app sendo que quando saio e abro minha camera normal ela funciona normalmente nao sei mais o que fazer nao consigo pedir meu cartao de debito pois sempre da erro na hora de tirar as fotos do documento,Foto do documento
fiz um deposito via boleto no dia 25052020 segunda e ainda nao caiu o dinheiro na minha nuconta com certeza e um dinheiro que esta fazendo falta decepcao,Depósito demora
app pesado o que nao seria problema se eu nao precisasse manter ele no celular o tempo todo em detrimento de outros apps so pra cumprir cumprir burocracias fui tentar fazer uma simples compra pela internet com o cartao tive que baixar o app pra confirmar a compra me fizeram tirar uma selfie com o meu rg do lado tudo isso pra talvez me permitirem usar o meu proprio cartao depois de 3 horas,Comentário detrator sem informação
e lamentavel que o banco exija que o cliente gaste ate o ultimo real do limite e faca previsoes e analises com base no uso das ultimas faturas que foram pagas em dia para verificar a possibilidade de disponibilizar mais credito de limite ou seja felizmente vou precisar mudar de banco virtual pois por motivo inconsistente a nubank desaprova o aumento de credito dessa forma voces prejudicam as chances de fidelizar um cliente politica de uso equivocadaobrigada pela falta de presteza nubank,Outro
no me permite entrar a la app ingreso mi usuario y contrasena y me vuelve al menu principal,Outro
pra mim nao aparece em portugues a opcao de pedir o cartaoso aparece em mexico,Sugestão de funcionalidade
nao consigo tirar a foto do documento devido a camera pessima do app,Foto do documento
quero e preciso do cartao de credito qual a impossibilidade,Dúvida
e um banco maravilhoso estou amando muito mas a questao do limite vc tem que usar todo o seu limite pra poder ter lamento um absurdo isso vcs cliente tenham cuidado pois banco n tem dor de ninguem n se eles poderem puxam ate suas tripas,Limite de crédito
quero saber ate quando nubank vai ficar com meu dinheiro preso na conta sem poder sacar fiz uma transferencia de 3000 reais e nao estou conseguindo tira meu dinheiro eu ja enviei o comprovante e nada do nubank mim responde e nem desbloquear meu dinheiro,Dúvida
coloco meus dados ai pedem o codigo que enviaram no email mais o email nao chega com o codigo ja tentei varias vezes,Problema com código no e-mail
aff nao fica so aparecedo pra enviar foto eu envio mas quando emtro no app de novo aparece a mesma coisa,Foto do documento
quero meu dinheiro na minha conta paguei o boleto guarta feira e hoje e sabado,Depósito demora
ja tenho o cartao de credito a mais de um ano pago sempre antes do vencimento ja solicitei mais de 3 vezes pra aumentar o limite e ate agora nada sinceramente estou pensando em cancelar pois o limite nao atende as minhas necessidades,Limite de crédito
abri minha conta a mais de 2 meses e logo de cara nao aprovou nenhum limite de credito para mim estava com uma pendencia no serasa mas ja quitei e no app nao me da nenhuma apcao para reanalizarem um pedido de credito tenho uma conta no bradesco e estava querendo transferir todas as minhas financas para o nu bank mas se for pra somente para ter uma conta de debito vou acabar pedindo o cancelamento pois nao adianta ter um cartao que eu so posso usar o debito e ainda ter que pagar r650 psacar,Difícil conseguir crédito
ui terrivel super confuso podia ser como de um banco normal de resto o banco em si e bom,Comentário detrator sem informação
to tentando fazer meu cadastro pra conta e o codigo nunca chega no meu imailja mandei dois imal e nao chega em nenhum,Problema com código no e-mail
o aplicativo tavdando falha direto ja instalei desinstalei continua a msm coisa arrume isso por favor,Aplicativo não funcional
agente podia pagar boleto diretamente do app mesmo por cartao de credito,Sugestão de funcionalidade
quase um ano e meu cartao nao chegou,Cartão não chegou
o gmail nao chega nunca tem 3 dia de espera e nada um lixo o app,Problema com código no e-mail
incompatibilidade com diversos aparelhos e falta um site como alternativa de acesso a conta,Sugestão de funcionalidade
lixo nao entra na conta e fica voltando nuca loga lixo,Comentário detrator sem informação
estou comecando a usar agora por enquanto ta bom mas pra transferir dinheiro de um banco pra nurbank nao tive uma experiencia boa fiz uma transferencia doc ontem e ainda nao caiu na conta nubank,Depósito demora
o app e bom mais eu nao consigo acessar a minha conta do nubank e nem a senha to a horas tentando fazer a minha senha mais nao entra no app de jeito nenhum ate desinstalei o app por nao consseguir entrar mais nele me ajudem por favor nao quero fica sem o app nao por gentileza,Aplicativo não funcional
ate agora nao me deixou na mao e super rapido otimo pra resolver,Elogio
o nubank nao quer liberar o cartao de credito oq faco,Difícil conseguir crédito
nao gostei da ultima atualizacao do aplicativo nesta versao o dinheiro que estamos deixando guardado no porquinho aparece o valor perde todo o proposito da coisa uma vez que escolhi deixar la para que fique rendendo e eu nao me lembre dele a todo instante agora sempre que abro o app ta la o dinheiro que deixei guardado piscando pra mim,Comentário detrator sem informação
o aplicativo nao esta permitindo a camera focar o documento para enviar as fotos exigidas depois de quase 30 dias varias atualizacoese nada desse aplicativo funcionar pessimo pessimo e pessimo de novo,Comentário detrator sem informação
um ecelente app mais realmente o limite de credito demora muito ja vai fazer dois anos que tenho ele que o limite de creditos inicial que eles mideram fou 100 reias e depois de muito pedi almentaram pra 400 reais ja fais muito tempo e nunca mais almentofais fazer uns 9 meses e nada de almento,Limite de crédito
me deram um limite de ridiculos 400 reais em meses e meses usando o cartao e pagando antecipado nao me aprovaram 1 centavo de aumento de limite nubank isso e ri di cu lo eu tenho cartao com limite inicial de 8k e preciso ficar sofrendo com o seu roxinho a pelo amor de deus nao percam tempo desisti,Limite de crédito
cartao ruim de limite baixo,Comentário detrator sem informação
eu nao consigo acessar troquei de celular ja tenho a conta a tres meses mas nao consigo acesso pedem pra mim fazer um cadastro novo arrumem isso pfv,Problema de acesso
um otimo app,Elogio
no meu app nao aparece a funcao cartao virtual mais no restante um otimo app,Sugestão de funcionalidade
eu transferi um dinheiro pro nubank por via boleto e ate agora nada do meu dinheiro cair,Depósito demora
bom dia senhores na boa eu baixei o app no domingo dia 24052020 e abri minha conta e show de bola ate ai na segundafeira 25052020 fiz meu primeiro deposito atraves de boleto disseram 3 dias uteis hoje e sextafeira 29052020 e nem sei se verei mais meu dinheiro estou decepcionado devolvam pelo menos 50 que eu apago esse comentario,Depósito demora
o layout ta pessimo com esse scroll vertical volta para a horizontal pfv,Comentário detrator sem informação
ruim,Comentário detrator sem informação
nao gostei da ultima atualizacao o aplicativo sempre teve a utilizacao horizontal,Sugestão de funcionalidade
e um banco nao muito diferente dos demaisnao dar aumento libera emprestimo e depois tomagerando assim para os clientes um pouquinho de ilusao,Comentário detrator sem informação
parou de aumentar o limite eles querem que vc gaste ate o ultimo centavo de limite pra aumentar nao basta vc movimentar a conta antecipar faturas e etc antes isso funcionava agora se quiser limite mais alto vc tem que gastar ate o ultimo centavo do seu limite atual o cartao e excelente o atendimento e o app tbm e bom e rapido mas estao vacilando em nao aumentar o limite dos clientes mais antigos que estao sempre antecipando ou com as contas em dia,Limite de crédito
fiz uma conta meu cartao nao chegou,Cartão não chegou
por favor me ajude nao to conseguindo tranferir meu dinheiro pra outra conta,Dúvida
estou gerando o boleto pra pagamento mais nao ta chegando no meu email arrumem isso por favor,Problema com código no e-mail
uma pena que nao me deram limite de credito suficiente coisa que a concorrencia me ofereceu mais que o dobro ja pedi para aumentar limite mais ate hoje nada poxa vida nubank aumenta meu limite,Limite de crédito
esta com problema no servidor so pode porque e fiz um deposito e ainda nao consigo transferir o dinheiro diz que estou sem nenhum valor na conta sendo que ja aparece o valor do deposito se tem algum configuracao me explica porque eu preciso transferir o dinheiro obg,Depósito demora
depois dessa ultima atualizacao ficou bem estranho preferia o menu rolado de lado como antes ao inves do jeito que esta agora,Sugestão de funcionalidade
o app depois sessa ultima atualizacao ta falhando e o celular desligar o app sai sozinho por enquanto so 2 estrela se resolver o poblema eu darei 5 estrelas,Aplicativo não funcional
nao estou conseguindo entrar e nem se cadastrar,Problema no cadastro
banco fraude sou cliente debito mas de ano e nao me deram credito e uso diariamente,Comentário detrator sem informação
meu cunhado fez um deposito na quinta ate hoje nao caiu ele gerou o boleto copiou e colou deu tudo certo mais nao caiu na conta agora falam que ele depositou na conta errada se isso ocorreu e culpa do nubank pois foi gerado o codigo nele agora ele perdeu 600 reais coitado,Depósito demora
muito ruim,Comentário detrator sem informação
muito bom o aplicativo mas estou achando que precisa melhorar pois esta em uma operacao do qr code nao esta funcionando,Comentário detrator sem informação
nao foca a camera nos meus documentos e a camera do meu celular e de boa qualidade,Foto do documento
estava adorando todo o servico mas apartir da ultima atualizacao enviei varias vezes a foto para verificacao nunca liberam o servicos estou precisando fazer uma transferencia urgente e nao consigo gracas a isso infelizmente esta deixando a desejar,Foto do documento
pessimo atendimento nao solucionam os problemas chateado de verdade,Comentário detrator sem informação
e bom,Elogio
2 dias para pode cai o dinheiro na conta demora muito,Depósito demora
nao consigo mudar minha senha nao aparece mais menunem configuracao me ajudem por favor,Dúvida
muito ruim de estalar,Comentário detrator sem informação
o aplicativo esta com virus por favor resolvam isso,Comentário detrator sem informação
falta o dda para ajudar na hora de fazer os pagamentos,Sugestão de funcionalidade
se em um futuro proximo ou longinquo vc tiver um problema e precisar de atendimento de qualquer forma por chat ou telefone tera um bando de analfabetos semi funcionais e um rebanho de retardados que nunca vao fazer oque vc pede e precisa serio agora nunca baixem esse lixo,Comentário detrator sem informação
pior banco q tem,Comentário detrator sem informação
pq nao posso usar uma carteira de trabalho ela e um documento tambem acho ridiculo isso mudem isso por favor,Sugestão de funcionalidade
nao estou conseguindo liberar o acesso pelo site no celular,Outro
fui reprovado no nubank mais fui aprovado em um banco extraordinario que e o banco inter,Comentário detrator sem informação
nao esta aparecendo pra eu reemitir outro cartao no app,Sugestão de funcionalidade
falta de comunicacao com o cliente,Outro
